"month","afai_mean","afai_pos_mean","sarg_pixel_frac","n_days"
2025-07-01,-0.00132700185528757,0.00116566666666667,0.00139146567717996,17
2025-08-01,-0.00139680552733184,0.00304875,0.000812842918106076,28
2025-09-01,-0.00140821125025662,0.0023275,0.000410593307329091,23
2025-10-01,-0.0014081322160149,0.00176414285714286,0.00217256362507759,21
2025-11-01,-0.00144580086330935,0.0019396,0.00287769784172662,27
2025-12-01,-0.00148716492265696,0.001332,0.00136487716105551,29
2026-01-01,-0.00150253399369653,0.00303833333333333,0.00135074290859973,30
2026-02-01,-0.00153112071967499,NA,0,25
2026-03-01,-0.00147944919411352,0.0023785,0.000700770847932726,27
2026-04-01,-0.00155390398918188,0.000809,0.00135226504394861,11
